Country or Area,Year,Sex,Age,Marital Status,Record Type,Reliability,Value
Mozambique,1997,Female,65 - 69,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",9040
Mozambique,1997,Female,65 - 69,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2401
Mozambique,1997,Female,70 - 74,Total,Census - de jure - complete tabulation,"Final figure, complete",50607
Mozambique,1997,Female,70 - 74,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",3889
Mozambique,1997,Female,70 - 74,Married,Census - de jure - complete tabulation,"Final figure, complete",4896
Mozambique,1997,Female,70 - 74,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",9241
Mozambique,1997,Female,70 - 74,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",27574
Mozambique,1997,Female,70 - 74,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",3507
Mozambique,1997,Female,70 - 74,Unknown,Census - de jure - complete tabulation,"Final figure, complete",1500
Mozambique,1997,Female,75 - 79,Total,Census - de jure - complete tabulation,"Final figure, complete",42858
Mozambique,1997,Female,75 - 79,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",3276
Mozambique,1997,Female,75 - 79,Married,Census - de jure - complete tabulation,"Final figure, complete",3081
Mozambique,1997,Female,75 - 79,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",6772
Mozambique,1997,Female,75 - 79,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",25643
Mozambique,1997,Female,75 - 79,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",2649
Mozambique,1997,Female,75 - 79,Unknown,Census - de jure - complete tabulation,"Final figure, complete",1437
Mozambique,1997,Female,80 +,Total,Census - de jure - complete tabulation,"Final figure, complete",35430
Mozambique,1997,Female,80 +,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2843
Mozambique,1997,Female,80 +,Married,Census - de jure - complete tabulation,"Final figure, complete",1770
Mozambique,1997,Female,80 +,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",4225
Mozambique,1997,Female,80 +,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",23098
Mozambique,1997,Female,80 +,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",1664
Mozambique,1997,Female,80 +,Unknown,Census - de jure - complete tabulation,"Final figure, complete",1830
Mozambique,1997,Male,14-Dec,Total,Census - de jure - complete tabulation,"Final figure, complete",183785
Mozambique,1997,Male,14-Dec,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",183168
Mozambique,1997,Male,14-Dec,Married,Census - de jure - complete tabulation,"Final figure, complete",209
Mozambique,1997,Male,14-Dec,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",342
Mozambique,1997,Male,14-Dec,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",18
Mozambique,1997,Male,14-Dec,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",31
Mozambique,1997,Male,14-Dec,Unknown,Census - de jure - complete tabulation,"Final figure, complete",17
Mozambique,1997,Male,12 +,Total,Census - de jure - complete tabulation,"Final figure, complete",1433013
Mozambique,1997,Male,12 +,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",683850
Mozambique,1997,Male,12 +,Married,Census - de jure - complete tabulation,"Final figure, complete",200202
Mozambique,1997,Male,12 +,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",486492
Mozambique,1997,Male,12 +,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",13606
Mozambique,1997,Male,12 +,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",28431
Mozambique,1997,Male,12 +,Unknown,Census - de jure - complete tabulation,"Final figure, complete",20432
Mozambique,1997,Male,15 - 19,Total,Census - de jure - complete tabulation,"Final figure, complete",287073
Mozambique,1997,Male,15 - 19,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",269975
Mozambique,1997,Male,15 - 19,Married,Census - de jure - complete tabulation,"Final figure, complete",1699
Mozambique,1997,Male,15 - 19,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",10078
Mozambique,1997,Male,15 - 19,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",75
Mozambique,1997,Male,15 - 19,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",551
Mozambique,1997,Male,15 - 19,Unknown,Census - de jure - complete tabulation,"Final figure, complete",4695
Mozambique,1997,Male,20 - 24,Total,Census - de jure - complete tabulation,"Final figure, complete",217269
Mozambique,1997,Male,20 - 24,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",132542
Mozambique,1997,Male,20 - 24,Married,Census - de jure - complete tabulation,"Final figure, complete",12268
Mozambique,1997,Male,20 - 24,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",59393
Mozambique,1997,Male,20 - 24,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",213
Mozambique,1997,Male,20 - 24,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",2520
Mozambique,1997,Male,20 - 24,Unknown,Census - de jure - complete tabulation,"Final figure, complete",10333
Mozambique,1997,Male,25 - 29,Total,Census - de jure - complete tabulation,"Final figure, complete",161031
Mozambique,1997,Male,25 - 29,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",49846
Mozambique,1997,Male,25 - 29,Married,Census - de jure - complete tabulation,"Final figure, complete",20470
Mozambique,1997,Male,25 - 29,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",84866
Mozambique,1997,Male,25 - 29,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",428
Mozambique,1997,Male,25 - 29,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",3619
Mozambique,1997,Male,25 - 29,Unknown,Census - de jure - complete tabulation,"Final figure, complete",1802
Mozambique,1997,Male,30 - 34,Total,Census - de jure - complete tabulation,"Final figure, complete",137905
Mozambique,1997,Male,30 - 34,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",20254
Mozambique,1997,Male,30 - 34,Married,Census - de jure - complete tabulation,"Final figure, complete",24345
Mozambique,1997,Male,30 - 34,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",87622
Mozambique,1997,Male,30 - 34,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",659
Mozambique,1997,Male,30 - 34,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",3982
Mozambique,1997,Male,30 - 34,Unknown,Census - de jure - complete tabulation,"Final figure, complete",1043
Mozambique,1997,Male,35 - 39,Total,Census - de jure - complete tabulation,"Final figure, complete",126347
Mozambique,1997,Male,35 - 39,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",11685
Mozambique,1997,Male,35 - 39,Married,Census - de jure - complete tabulation,"Final figure, complete",27269
Mozambique,1997,Male,35 - 39,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",81550
Mozambique,1997,Male,35 - 39,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",835
Mozambique,1997,Male,35 - 39,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",4244
Mozambique,1997,Male,35 - 39,Unknown,Census - de jure - complete tabulation,"Final figure, complete",764
Mozambique,1997,Male,40 - 44,Total,Census - de jure - complete tabulation,"Final figure, complete",90578
Mozambique,1997,Male,40 - 44,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",5675
Mozambique,1997,Male,40 - 44,Married,Census - de jure - complete tabulation,"Final figure, complete",25909
Mozambique,1997,Male,40 - 44,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",53916
Mozambique,1997,Male,40 - 44,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",1025
Mozambique,1997,Male,40 - 44,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",3570
Mozambique,1997,Male,40 - 44,Unknown,Census - de jure - complete tabulation,"Final figure, complete",483
Mozambique,1997,Male,45 - 49,Total,Census - de jure - complete tabulation,"Final figure, complete",72415
Mozambique,1997,Male,45 - 49,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",3724
Mozambique,1997,Male,45 - 49,Married,Census - de jure - complete tabulation,"Final figure, complete",24706
Mozambique,1997,Male,45 - 49,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",39366
Mozambique,1997,Male,45 - 49,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",1369
Mozambique,1997,Male,45 - 49,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",2923
Mozambique,1997,Male,45 - 49,Unknown,Census - de jure - complete tabulation,"Final figure, complete",327
Mozambique,1997,Male,50 - 54,Total,Census - de jure - complete tabulation,"Final figure, complete",48098
Mozambique,1997,Male,50 - 54,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",2204
Mozambique,1997,Male,50 - 54,Married,Census - de jure - complete tabulation,"Final figure, complete",18621
Mozambique,1997,Male,50 - 54,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",23792
Mozambique,1997,Male,50 - 54,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",1253
Mozambique,1997,Male,50 - 54,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",2000
Mozambique,1997,Male,50 - 54,Unknown,Census - de jure - complete tabulation,"Final figure, complete",228
Mozambique,1997,Male,55 - 59,Total,Census - de jure - complete tabulation,"Final figure, complete",39078
Mozambique,1997,Male,55 - 59,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",1615
Mozambique,1997,Male,55 - 59,Married,Census - de jure - complete tabulation,"Final figure, complete",16220
Mozambique,1997,Male,55 - 59,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",17951
Mozambique,1997,Male,55 - 59,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",1445
Mozambique,1997,Male,55 - 59,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",1676
Mozambique,1997,Male,55 - 59,Unknown,Census - de jure - complete tabulation,"Final figure, complete",171
Mozambique,1997,Male,60 - 64,Total,Census - de jure - complete tabulation,"Final figure, complete",27663
Mozambique,1997,Male,60 - 64,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",1169
Mozambique,1997,Male,60 - 64,Married,Census - de jure - complete tabulation,"Final figure, complete",11900
Mozambique,1997,Male,60 - 64,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",11579
Mozambique,1997,Male,60 - 64,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",1661
Mozambique,1997,Male,60 - 64,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",1190
Mozambique,1997,Male,60 - 64,Unknown,Census - de jure - complete tabulation,"Final figure, complete",164
Mozambique,1997,Male,65 - 69,Total,Census - de jure - complete tabulation,"Final figure, complete",20277
Mozambique,1997,Male,65 - 69,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",855
